group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
19-27_Risk,197,50,147,0.0,75.19,"(4.893482782369867, 5.159467785008454)",13.36,8.33,Two-Sample Welch's t-test,0.0,6.7,"(inf, 9712.5435377862)",14531.7,7049.67,Two-Sample Welch's t-test,6.5957461433767195,4.916337313984244,-1.6794088293924758,True,True
1-18_Normal,195,42,153,0.0,56.58,"(4.8591149654947525, 5.213644133885111)",11.38,6.34,Two-Sample Welch's t-test,0.006,2.58,"(inf, 4315.700894781997)",8191.07,5762.55,Two-Sample Welch's t-test,3.759864543040656,7.818065919232067,4.058201376191412,True,True
39-45_Good,189,147,42,0.0,54.28,"(4.238256058822005, 4.560739394593602)",9.51,5.11,Two-Sample Welch's t-test,0.0,4.19,"(inf, 7082.870238632422)",10987.31,6174.12,Two-Sample Welch's t-test,2.679796494489331,6.96300180755739,4.283205313068058,True,True
28-38_Very Risk,176,107,69,0.0,21.91,"(6.102925982044546, 7.31675055357433)",16.22,9.51,Two-Sample Welch's t-test,0.0,5.92,"(inf, 10745.701901941218)",16356.73,8298.09,Two-Sample Welch's t-test,1.2697202669435577,4.185456644806117,2.91573637786256,True,True
28-38_Very Good,166,143,23,0.0,39.63,"(4.148230324316463, 4.590845438668493)",6.96,2.59,Two-Sample Welch's t-test,0.0,5.86,"(inf, 5349.745419301151)",8696.77,4695.65,Two-Sample Welch's t-test,0.9050096810896718,5.607354264982678,4.702344583893006,True,True
19-27_Very Risk,154,61,93,0.0,16.11,"(5.776961244793389, 7.414589311770898)",16.06,9.46,Two-Sample Welch's t-test,0.0,4.94,"(inf, 10027.9100870792)",14593.77,7447.26,Two-Sample Welch's t-test,8.923025785617797,7.447395896076777,-1.4756298895410205,True,True
39-45_Excellent,146,146,0,,,,,,,,,,,,,,,,,
1-18_Very Risk,138,36,102,0.0,14.94,"(5.52540580817093, 7.262822218003635)",15.94,9.55,Two-Sample Welch's t-test,0.0,4.89,"(inf, 5677.393371859868)",8988.75,4967.06,Two-Sample Welch's t-test,10.731567826901998,9.54325274822499,-1.1883150786770074,True,True
1-18_Risk,138,32,106,0.0,59.71,"(4.792791319603555, 5.126453833131585)",13.33,8.37,Two-Sample Welch's t-test,0.0,4.11,"(inf, 5159.979009361157)",8907.19,5447.12,Two-Sample Welch's t-test,2.4619605886754803,8.46093906538727,5.99897847671179,True,True
53+_Very Good,137,73,64,0.0,40.6,"(4.775164314044675, 5.2644078552438796)",7.37,2.35,Two-Sample Welch's t-test,0.0,10.3,"(inf, 15624.976760764433)",18624.88,5531.25,Two-Sample Welch's t-test,3.45075182524301,7.398304841724338,3.9475530164813275,True,True
39-45_Very Good,119,106,13,0.0,25.48,"(4.286202147132858, 5.052045307963738)",7.1,2.43,Two-Sample Welch's t-test,0.0,5.75,"(inf, 5601.499899545437)",8918.86,4753.77,Two-Sample Welch's t-test,0.6078268314644979,5.371614832195382,4.763788000730884,True,True
46-52_Very Good,94,69,25,0.0,28.27,"(4.307731672549678, 4.962488115930589)",7.21,2.58,Two-Sample Welch's t-test,0.002,2.94,"(inf, 14643.403288356478)",13281.41,4560.0,Two-Sample Welch's t-test,1.1645821157576235,6.919185577737126,5.754603461979502,True,True
M_01 Single,3511,2089,1422,0.0,19.83,"(1.8477167999942705, 2.2532692994976578)",7.42,5.37,Two-Sample Welch's t-test,0.0,12.02,"(inf, 3245.6141177971153)",7510.18,4719.62,Two-Sample Welch's t-test,5.115774366925968,8.146484407128938,3.0307100402029703,True,True
F_01 Single,2462,1590,872,0.0,12.27,"(1.3214986579423718, 1.8241828672593892)",7.6,6.03,Two-Sample Welch's t-test,0.0,10.9,"(inf, 3788.6601280733994)",8625.86,5414.87,Two-Sample Welch's t-test,3.162201165364125,6.237032261155097,3.0748310957909717,True,True
M_02 Maried,2084,1075,1009,0.0,20.22,"(2.7680168904353524, 3.362674110459065)",10.41,7.35,Two-Sample Welch's t-test,0.0,12.88,"(inf, 7083.50292699152)",14334.48,8187.41,Two-Sample Welch's t-test,5.574201807544648,6.712779726508843,1.1385779189641954,True,True
F_02 Maried,1691,884,807,0.0,18.37,"(2.9213538645364023, 3.619916772230705)",10.92,7.65,Two-Sample Welch's t-test,0.0,12.11,"(inf, 8564.097692663363)",14777.45,7407.83,Two-Sample Welch's t-test,4.3209567213407425,6.035457579712515,1.714500858371773,True,True
M_00 NA,1158,638,520,0.0,12.11,"(2.390210266996144, 3.3149763915759447)",8.65,5.79,Two-Sample Welch's t-test,0.0,8.09,"(inf, 6871.222467513901)",12883.71,7354.6,Two-Sample Welch's t-test,4.362083834169026,5.931950709101167,1.5698668749321416,True,True
F_00 NA,911,557,354,0.0,7.99,"(1.4810654121561786, 2.4452266295047753)",8.75,6.79,Two-Sample Welch's t-test,0.0,9.45,"(inf, 7962.885901068196)",14786.57,8193.27,Two-Sample Welch's t-test,2.6608114601736546,4.863690048592894,2.2028785884192397,True,True
F_03 Widow,72,45,27,0.0,5.46,"(2.55123827580754, 5.515738229187331)",11.67,7.63,Two-Sample Welch's t-test,0.005,2.64,"(inf, 11306.552054808682)",15829.18,9384.44,Two-Sample Welch's t-test,4.547974779902109,7.9524398517700305,3.4044650718679224,True,True
F_04 Divorce,59,27,32,0.0,4.52,"(2.310003774821995, 6.103269337824013)",11.77,7.56,Two-Sample Welch's t-test,0.0,3.69,"(inf, 13915.442280701349)",15354.04,6400.88,Two-Sample Welch's t-test,3.9231602405288646,5.017885094802138,1.0947248542732733,True,True
M_04 Divorce,28,16,12,0.003,3.38,"(1.6045429919608285, 6.711795201932722)",10.27,6.11,Two-Sample Welch's t-test,0.01,2.53,"(inf, 11085.486576120595)",13068.25,6981.42,Two-Sample Welch's t-test,4.399227665821062,6.917931859568882,2.51870419374782,True,True
M_03 Widow,8,3,5,0.954,-0.06,"(-3.120313955570782, 2.9722339600258296)",7.0,7.08,Two-Sample Welch's t-test,0.542,-0.11,"(inf, 18681.827517071215)",16848.67,17705.2,Two-Sample Welch's t-test,8.267137832946402,3.1576744433026076,-5.1094633896437935,False,False
"M_1-60,000",1862,1034,828,0.0,12.96,"(1.7661689734124328, 2.396343279616249)",8.51,6.43,Two-Sample Welch's t-test,0.0,13.22,"(inf, 1253.4590175875842)",4289.76,3198.29,Two-Sample Welch's t-test,14.68725428802323,13.128929163142548,-1.5583251248806829,True,True
"M_60,001-88,000",1825,926,899,0.0,21.41,"(3.28979347518616, 3.9534559767091046)",9.89,6.27,Two-Sample Welch's t-test,0.0,21.12,"(inf, 2848.1948996509564)",7123.65,4517.55,Two-Sample Welch's t-test,13.929637099491806,11.770605013737072,-2.1590320857547347,True,True
"F_1-60,000",1519,823,696,0.0,10.24,"(1.6115052713318927, 2.375400382539603)",9.32,7.33,Two-Sample Welch's t-test,0.0,9.77,"(inf, 1179.2989797241585)",4578.77,3596.61,Two-Sample Welch's t-test,14.002368596429854,10.834654051258749,-3.167714545171105,True,True
"F_60,001-88,000",1210,600,610,0.0,18.9,"(3.4435214974922537, 4.241754912819907)",10.45,6.61,Two-Sample Welch's t-test,0.0,19.2,"(inf, 3120.901058694531)",7556.38,4725.03,Two-Sample Welch's t-test,11.616592905659209,9.123244130291877,-2.4933487753673322,True,True
"M_88,001-130,0000",1183,645,538,0.0,12.46,"(1.8650726295376643, 2.562567154290896)",8.74,6.52,Two-Sample Welch's t-test,0.0,12.65,"(inf, 2793.6071136214196)",9257.19,6838.61,Two-Sample Welch's t-test,9.174281683461583,9.318664197124084,0.14438251366250127,True,True
"F_88,001-130,0000",848,505,343,0.0,7.37,"(1.1389583863902404, 1.966251368438349)",8.81,7.26,Two-Sample Welch's t-test,0.0,7.23,"(inf, 2104.684447486635)",9425.61,7770.27,Two-Sample Welch's t-test,6.23212112402992,7.231162703807996,0.9990415797780761,True,True
"M_130,000-190,000",795,487,308,0.0,8.47,"(1.5060558531229016, 2.41479994732576)",7.54,5.58,Two-Sample Welch's t-test,0.0,8.79,"(inf, 3907.3147344748486)",11839.34,8645.11,Two-Sample Welch's t-test,5.467138322278541,7.4157056340834355,1.9485673118048947,True,True
"F_130,000-190,000",723,488,235,0.0,6.51,"(1.1532904147091232, 2.1489272902688983)",7.82,6.17,Two-Sample Welch's t-test,0.0,6.62,"(inf, 3454.599376172143)",12299.48,9635.45,Two-Sample Welch's t-test,3.8931029273225617,6.464615861168997,2.5715129338464355,True,True
"M_190,001-300,0000",712,447,265,0.0,8.64,"(1.769790883825492, 2.8101513388812753)",7.17,4.88,Two-Sample Welch's t-test,0.0,8.03,"(inf, 6411.227502330733)",16668.12,11516.27,Two-Sample Welch's t-test,4.097118571255406,6.535643871686066,2.4385253004306597,True,True
"F_190,001-300,0000",477,365,112,0.0,5.61,"(1.3322054524658238, 2.7713344255732375)",7.89,5.84,Two-Sample Welch's t-test,0.0,5.26,"(inf, 6533.1524689249845)",18597.94,13843.55,Two-Sample Welch's t-test,1.8185894618253535,5.252811285413807,3.434221823588453,True,True
"F_300,001+",418,322,96,0.0,3.99,"(0.7907165132655967, 2.329639042532044)",7.37,5.81,Two-Sample Welch's t-test,0.0,4.42,"(inf, 13164.559099577666)",31953.11,22843.65,Two-Sample Welch's t-test,1.2279214736773312,4.107015485706484,2.879094012029152,True,True
"M_300,001+",412,282,130,0.0,3.89,"(0.7569524858149455, 2.3058427120367657)",6.82,5.29,Two-Sample Welch's t-test,0.0,4.95,"(inf, 15565.136124820336)",33185.75,22045.73,Two-Sample Welch's t-test,1.7961591714355525,4.260042995275888,2.4638838238403347,True,True
M_A1,2770,1357,1413,0.0,4.97,"(0.2986943319444153, 0.6880786176701408)",7.42,6.92,Two-Sample Welch's t-test,0.0,7.93,"(inf, 1795.8328860107436)",7264.55,5824.84,Two-Sample Welch's t-test,8.183567241867888,7.915402033049092,-0.26816520881879635,True,True
M_E1,2483,1518,965,0.0,29.35,"(3.325798543413243, 3.802002443442942)",7.57,4.01,Two-Sample Welch's t-test,0.0,18.03,"(inf, 8578.623979665335)",10974.34,3237.22,Two-Sample Welch's t-test,2.236614795695359,7.663793476435969,5.42717868074061,True,True
F_A1,2186,951,1235,0.182,-1.34,"(-0.3914373016800521, 0.07418820570138321)",7.12,7.28,Two-Sample Welch's t-test,0.0,8.14,"(inf, 2364.1656114148677)",7660.88,5755.87,Two-Sample Welch's t-test,7.042651211175508,6.152930147710862,-0.889721063464647,False,True
F_E1,1827,1433,394,0.0,34.01,"(4.503393262566813, 5.054715839184202)",8.74,3.96,Two-Sample Welch's t-test,0.0,22.22,"(inf, 11671.824350813056)",13945.94,3220.74,Two-Sample Welch's t-test,0.733982555962938,7.428662808131806,6.694680252168868,True,True
M_C1,811,417,394,0.001,3.28,"(0.2739619615852799, 1.0908633168802424)",8.5,7.82,Two-Sample Welch's t-test,0.019,2.08,"(inf, 2918.539993632252)",13737.99,12237.94,Two-Sample Welch's t-test,9.921652112266518,9.966948916207729,0.04529680394120966,True,True
M_A2,709,529,180,0.0,24.28,"(5.535947129654111, 6.510099334008955)",13.78,7.76,Two-Sample Welch's t-test,0.797,-0.83,"(inf, 878.4464115126491)",13860.11,14502.08,Two-Sample Welch's t-test,3.482206281077728,4.418521088087936,0.9363148070102085,True,False
F_A2,640,456,184,0.0,22.71,"(5.454740897903539, 6.487662761285504)",14.05,8.08,Two-Sample Welch's t-test,0.713,-0.56,"(inf, 946.1934395372252)",13508.22,13887.23,Two-Sample Welch's t-test,2.730482101998373,3.1135972037144803,0.38311510171610724,True,False
F_C1,538,263,275,0.0,-4.68,"(-1.9904385019000341, -0.8127946834301282)",6.7,8.1,Two-Sample Welch's t-test,0.749,-0.67,"(inf, 916.693593338118)",10310.25,10787.77,Two-Sample Welch's t-test,8.50554236530696,7.204451207505904,-1.301091157801057,True,False
M_H1,15,0,15,,,,,,,,,,,,,,,,,
F_H2,2,0,2,,,,,,,,,,,,,,,,,
F_H1,2,0,2,,,,,,,,,,,,,,,,,
M_H2,1,0,1,,,,,,,,,,,,,,,,,
M_Good,1435,713,722,0.0,147.84,"(4.884844049361199, 5.016220814720558)",9.33,4.38,Two-Sample Welch's t-test,0.0,12.63,"(inf, 6482.971858424968)",9663.77,4052.87,Two-Sample Welch's t-test,6.412684275827051,8.556955400851862,2.1442711250248117,True,True
M_Very Good,1256,750,506,0.0,121.24,"(4.605629426575865, 4.757129513911016)",7.23,2.55,Two-Sample Welch's t-test,0.0,10.92,"(inf, 4864.3564444697795)",8078.89,3955.55,Two-Sample Welch's t-test,5.3718729226535755,8.577054617528217,3.205181694874641,True,True
M_Excellent,1223,1223,0,,,,,,,,,,,,,,,,,
M_Normal,1097,372,725,0.0,132.55,"(4.935072257298765, 5.083462736805435)",11.55,6.54,Two-Sample Welch's t-test,0.0,14.47,"(inf, 9728.842419887907)",15321.06,6755.84,Two-Sample Welch's t-test,6.2877361837979056,6.294484196525714,0.006748012727808561,True,True
F_Excellent,984,984,0,,,,,,,,,,,,,,,,,
F_Normal,976,395,581,0.0,128.64,"(4.929189368532926, 5.081929464147638)",11.61,6.61,Two-Sample Welch's t-test,0.0,13.86,"(inf, 11287.801339579131)",16572.87,6686.78,Two-Sample Welch's t-test,4.862395296960284,6.414719439940921,1.5523241429806365,True,True
F_Good,914,541,373,0.0,113.12,"(4.7057345160147115, 4.8719572945383565)",9.35,4.56,Two-Sample Welch's t-test,0.0,14.31,"(inf, 7650.696429763585)",10666.56,3938.67,Two-Sample Welch's t-test,3.167477827409421,7.496536499174793,4.329058671765372,True,True
M_Risk,909,328,581,0.0,172.02,"(4.941907164266528, 5.0560326321746345)",13.34,8.34,Two-Sample Welch's t-test,0.0,11.96,"(inf, 12823.693052821543)",19483.09,8469.6,Two-Sample Welch's t-test,4.826119705949488,5.893552611596601,1.067432905647113,True,True
M_Very Risk,869,435,434,0.0,51.38,"(6.762644312166254, 7.300562338871261)",16.55,9.52,Two-Sample Welch's t-test,0.0,8.18,"(inf, 9899.90612198371)",17712.75,9729.47,Two-Sample Welch's t-test,3.9504718360196076,5.948132173502968,1.9976603374833604,True,True
F_Risk,841,311,530,0.0,169.13,"(4.910310897728416, 5.025669685429913)",13.31,8.34,Two-Sample Welch's t-test,0.0,11.32,"(inf, 14696.172035671894)",20878.52,8358.47,Two-Sample Welch's t-test,3.76942191393316,4.784442489862418,1.015020575929257,True,True
F_Very Risk,805,405,400,0.0,46.82,"(6.916760161404912, 7.52294524198753)",16.75,9.53,Two-Sample Welch's t-test,0.0,10.36,"(inf, 13265.223082398816)",19642.4,8491.44,Two-Sample Welch's t-test,2.672069054779934,5.2160156445371,2.543946589757166,True,True
F_Very Good,675,467,208,0.0,90.34,"(4.659425547502037, 4.866523790123404)",7.22,2.45,Two-Sample Welch's t-test,0.0,11.32,"(inf, 4871.819371391495)",8371.8,4220.19,Two-Sample Welch's t-test,2.433064727633643,5.83487607739925,3.401811349765607,True,True
"01 Single_1-60,000",2482,1473,1009,0.0,14.32,"(1.4701705809985266, 1.9368430895056243)",7.84,6.14,Two-Sample Welch's t-test,0.0,14.86,"(inf, 986.1385013452651)",3852.07,2980.92,Two-Sample Welch's t-test,14.437506486135534,14.95472233748621,0.5172158513506747,True,True
"01 Single_60,001-88,000",1397,804,593,0.0,15.84,"(2.270590791084688, 2.912528871056523)",7.88,5.29,Two-Sample Welch's t-test,0.0,15.39,"(inf, 2037.0236749653839)",5551.46,3744.7,Two-Sample Welch's t-test,12.064113471478382,12.977416956780333,0.91330348530195,True,True
"02 Maried_60,001-88,000",1214,519,695,0.0,31.95,"(5.169336932912004, 5.846433983280083)",12.92,7.41,Two-Sample Welch's t-test,0.0,33.94,"(inf, 4343.384475293532)",9472.97,5367.14,Two-Sample Welch's t-test,13.270205659497908,9.023941534607886,-4.246264124890023,True,True
"02 Maried_88,001-130,0000",950,512,438,0.0,12.83,"(1.8305554195059488, 2.4917139464618145)",9.86,7.7,Two-Sample Welch's t-test,0.0,12.96,"(inf, 2682.818961481602)",10356.46,8026.42,Two-Sample Welch's t-test,9.771008647897593,9.108338233477353,-0.6626704144202398,True,True
"01 Single_88,001-130,0000",738,452,286,0.0,8.48,"(1.4897874242567886, 2.3871469896358866)",7.47,5.53,Two-Sample Welch's t-test,0.0,8.32,"(inf, 2634.9569789895813)",8099.66,5967.88,Two-Sample Welch's t-test,5.445815474025783,7.823896668958384,2.378081194932601,True,True
"01 Single_130,000-190,000",593,400,193,0.0,7.41,"(1.4265198817614242, 2.4551399250215584)",6.99,5.04,Two-Sample Welch's t-test,0.0,7.11,"(inf, 3844.6920911571315)",11022.86,8010.56,Two-Sample Welch's t-test,4.018754790346644,7.663058084952226,3.6443032946055824,True,True
"02 Maried_1-60,000",501,197,304,0.0,14.25,"(5.080619538801375, 6.712932788600537)",14.44,8.54,Two-Sample Welch's t-test,0.0,14.33,"(inf, 3576.862072211028)",7460.95,4316.73,Two-Sample Welch's t-test,13.595606426668102,7.800505570633491,-5.795100856034612,True,True
"01 Single_190,001-300,0000",473,334,139,0.0,6.36,"(1.4169315943420058, 2.684728763139014)",6.88,4.83,Two-Sample Welch's t-test,0.0,6.27,"(inf, 6311.749153241745)",15955.97,11150.75,Two-Sample Welch's t-test,2.5290873667504656,5.945454242006555,3.41636687525609,True,True
"00 NA_130,000-190,000",451,297,154,0.0,5.69,"(1.204296900474895, 2.4747098254653404)",7.53,5.69,Two-Sample Welch's t-test,0.0,6.19,"(inf, 4089.607313582529)",11835.93,8732.51,Two-Sample Welch's t-test,3.9699266045631836,6.144543952191533,2.17461734762835,True,True
"02 Maried_130,000-190,000",447,264,183,0.0,6.84,"(1.502919348537661, 2.7150851750084986)",8.84,6.73,Two-Sample Welch's t-test,0.0,7.07,"(inf, 4418.686966421278)",13839.19,10382.08,Two-Sample Welch's t-test,5.805028148239041,6.90646900494753,1.101440856708489,True,True
"02 Maried_190,001-300,0000",375,252,123,0.0,6.63,"(1.8180078012571645, 3.3502247819486692)",8.38,5.79,Two-Sample Welch's t-test,0.0,5.99,"(inf, 7662.377059653573)",19676.22,13907.35,Two-Sample Welch's t-test,3.1623332640761905,6.0096659425481755,2.847332678471985,True,True
"00 NA_60,001-88,000",372,174,198,0.0,13.42,"(4.438150003873528, 5.9670437317906915)",11.45,6.25,Two-Sample Welch's t-test,0.0,13.89,"(inf, 4466.721672959222)",8384.43,4473.07,Two-Sample Welch's t-test,14.308778036200925,10.291843377796415,-4.016934658404511,True,True
"00 NA_1-60,000",367,178,189,0.0,6.37,"(2.212413365329486, 4.196619058222835)",10.9,7.69,Two-Sample Welch's t-test,0.0,6.35,"(inf, 2178.0868099307822)",5535.62,3873.68,Two-Sample Welch's t-test,14.683711304146216,8.989133572255103,-5.694577731891112,True,True
"00 NA_190,001-300,0000",328,214,114,0.0,6.09,"(1.6865111445791974, 3.2963487052025777)",7.36,4.87,Two-Sample Welch's t-test,0.0,5.65,"(inf, 7707.571404031773)",17329.03,11611.68,Two-Sample Welch's t-test,3.158602992420509,5.493670176125553,2.3350671837050445,True,True
"00 NA_88,001-130,0000",317,171,146,0.0,5.89,"(1.4951987902311052, 2.9941840671890945)",8.8,6.55,Two-Sample Welch's t-test,0.0,5.83,"(inf, 3221.0896133303354)",9406.43,6998.71,Two-Sample Welch's t-test,7.436731512355664,7.299671884627336,-0.13705962772832814,True,True
"01 Single_300,001+",290,216,74,0.009,2.64,"(0.2819398012376554, 1.9474417311915708)",5.76,4.65,Two-Sample Welch's t-test,0.0,3.82,"(inf, 12458.516547716525)",27161.69,18944.64,Two-Sample Welch's t-test,1.2724869654779898,4.013523095992643,2.7410361305146536,True,True
"02 Maried_300,001+",288,215,73,0.005,2.85,"(0.3899980277992059, 2.129372833923724)",8.38,7.12,Two-Sample Welch's t-test,0.0,3.38,"(inf, 15261.732228850628)",38009.71,28365.33,Two-Sample Welch's t-test,1.6435081104613045,4.564159800658924,2.92065169019762,True,True
"00 NA_300,001+",234,161,73,0.0,4.72,"(1.452282161655212, 3.5331443479636366)",7.09,4.6,Two-Sample Welch's t-test,0.0,4.51,"(inf, 18335.625039965154)",32170.91,19406.38,Two-Sample Welch's t-test,1.4760144910239297,3.8078396055132995,2.33182511448937,True,True
"03 Widow_60,001-88,000",27,15,12,0.0,9.76,"(6.347309875748341, 9.885299216604327)",14.59,6.47,Two-Sample Welch's t-test,0.0,13.5,"(inf, 6831.690006587086)",10395.0,4500.0,Two-Sample Welch's t-test,8.467798842734158,11.359943930653525,2.892145087919366,True,True
"04 Divorce_60,001-88,000",25,14,11,0.0,6.81,"(4.6137190557133145, 8.777617729922953)",13.21,6.51,Two-Sample Welch's t-test,0.0,8.88,"(inf, 6005.837674681141)",9689.93,4828.55,Two-Sample Welch's t-test,8.51271843150831,10.326474593533842,1.8137561620255316,True,True
"04 Divorce_1-60,000",20,5,15,0.069,2.46,"(-0.6518098285466971, 11.291964924264036)",13.71,8.39,Two-Sample Welch's t-test,0.05,2.13,"(inf, 5726.301707709683)",7002.0,4517.6,Two-Sample Welch's t-test,29.060562136013928,8.369111023990973,-20.691451112022957,False,False
"04 Divorce_130,000-190,000",17,7,10,0.053,2.24,"(-0.06131744974253284, 7.957637605200827)",9.99,6.04,Two-Sample Welch's t-test,0.03,2.14,"(inf, 12013.86805612174)",15885.0,10025.8,Two-Sample Welch's t-test,9.215177680184858,6.484100701678887,-2.7310769785059725,False,True
"04 Divorce_88,001-130,0000",15,7,8,0.021,2.74,"(0.6565394712918962, 6.514930443726005)",10.77,7.18,Two-Sample Welch's t-test,0.025,2.2,"(inf, 6115.311552162979)",11483.86,8433.62,Two-Sample Welch's t-test,7.143424341788328,5.396382764764246,-1.747041577024082,True,True
"03 Widow_300,001+",11,5,6,0.148,1.63,"(-1.3002206269345633, 6.9456132617860336)",10.42,7.59,Two-Sample Welch's t-test,0.007,3.01,"(inf, 30963.943843575875)",45958.2,28282.83,Two-Sample Welch's t-test,5.5549663324462255,5.07013184844875,-0.4848344839974754,False,True
"03 Widow_88,001-130,0000",11,8,3,0.814,0.24,"(-2.5573154995805263, 3.1516336139262124)",9.56,9.26,Two-Sample Welch's t-test,0.78,-0.81,"(inf, 1991.7706755909508)",9796.88,10903.0,Two-Sample Welch's t-test,3.7911742104183404,5.73866818965612,1.9474939792377792,False,False
"03 Widow_1-60,000",11,4,7,0.005,7.17,"(5.541919211573664, 14.138845050888182)",17.84,8.0,Two-Sample Welch's t-test,0.004,6.55,"(inf, 8053.372835470992)",9919.25,4500.0,Two-Sample Welch's t-test,15.483832912238618,9.889581256231306,-5.594251656007312,True,True
"03 Widow_130,000-190,000",10,7,3,0.544,-0.64,"(-4.511676246368815, 2.586950009048682)",7.61,8.57,Two-Sample Welch's t-test,0.633,-0.35,"(inf, 4335.9578825980525)",11250.0,12000.0,Two-Sample Welch's t-test,5.114159402666182,6.380268886811194,1.2661094841450122,False,False
"03 Widow_190,001-300,0000",10,9,1,,-0.45,"(nan, nan)",8.21,8.69,Two-Sample Welch's t-test,,0.75,"(inf, nan)",20037.89,18000.0,Two-Sample Welch's t-test,1.526230820366024,10.917490286671825,9.391259466305799,,
"04 Divorce_300,001+",7,7,0,,,,,,,,,,,,,,,,,
"04 Divorce_190,001-300,0000",3,3,0,,,,,,,,,,,,,,,,,
01 Single_E1,2795,1667,1128,0.0,22.69,"(2.1758125297906394, 2.58755771933222)",6.49,4.1,Two-Sample Welch's t-test,0.0,16.92,"(inf, 5199.4607351581835)",7651.25,2991.82,Two-Sample Welch's t-test,3.2379042541127,8.748971983522104,5.511067729409404,True,True
01 Single_A1,2582,1615,967,0.0,10.12,"(0.7688042445898567, 1.1381632265399697)",8.04,7.09,Two-Sample Welch's t-test,0.0,5.34,"(inf, 1393.5634624971294)",7163.78,6144.26,Two-Sample Welch's t-test,5.868843714810644,8.122709465436623,2.253865750625979,True,True
02 Maried_A1,1469,305,1164,0.0,-17.57,"(-3.1487913562869387, -2.5150649935803813)",4.36,7.19,Two-Sample Welch's t-test,0.002,2.98,"(inf, 1408.2816263253085)",6344.26,5496.13,Two-Sample Welch's t-test,13.188818108726574,6.228574187629762,-6.960243921096812,True,True
00 NA_A1,846,377,469,0.135,-1.5,"(-0.6730558147218915, 0.09102758179095)",6.56,6.85,Two-Sample Welch's t-test,0.0,7.83,"(inf, 4474.7197769208615)",9477.45,5900.85,Two-Sample Welch's t-test,5.62929061784897,5.257465733771824,-0.37182488407714737,False,True
02 Maried_A2,778,565,213,0.0,27.77,"(5.712576637381671, 6.581708472611794)",13.99,7.84,Two-Sample Welch's t-test,0.508,-0.02,"(inf, 1093.1352217365438)",13113.05,13125.0,Two-Sample Welch's t-test,3.7457041220330805,4.1994086776868285,0.4537045556537479,True,False
02 Maried_C1,776,370,406,0.0,4.28,"(0.48674692540723363, 1.313472746010019)",9.07,8.17,Two-Sample Welch's t-test,0.016,2.16,"(inf, 2739.091273316114)",13180.69,11746.06,Two-Sample Welch's t-test,11.269414807941851,10.087629065789294,-1.181785742152558,True,True
02 Maried_E1,751,719,32,0.0,11.23,"(3.7823946871903664, 5.452989966159263)",11.48,6.87,Two-Sample Welch's t-test,0.0,11.95,"(inf, 16006.765432249522)",19822.11,6088.59,Two-Sample Welch's t-test,0.1626157740681111,7.494808834809409,7.3321930607412975,True,True
00 NA_E1,735,538,197,0.0,27.59,"(5.346360237893957, 6.165689057478661)",8.63,2.87,Two-Sample Welch's t-test,0.0,14.61,"(inf, 14408.902826745249)",16795.46,4093.93,Two-Sample Welch's t-test,0.9687506869198568,6.411110688951986,5.44236000203213,True,True
01 Single_C1,301,176,125,0.0,-5.08,"(-2.4236376828624357, -1.0699998601075777)",5.27,7.02,Two-Sample Welch's t-test,0.072,1.46,"(inf, 3978.135464787015)",9835.27,8138.96,Two-Sample Welch's t-test,6.82172844254489,8.262024538161377,1.4402960956164876,True,False
01 Single_A2,286,221,65,0.0,12.68,"(4.288695757973088, 5.864264641787238)",12.99,7.91,Two-Sample Welch's t-test,0.516,-0.04,"(inf, 2866.955034240233)",15152.71,15213.46,Two-Sample Welch's t-test,1.8511498610058124,3.241402841399937,1.390252980394125,True,False
00 NA_C1,249,123,126,0.312,-1.02,"(-1.2926275540706724, 0.4151652275969412)",7.62,8.06,Two-Sample Welch's t-test,0.812,-0.89,"(inf, 1254.4938297515919)",13328.05,14358.15,Two-Sample Welch's t-test,7.709353815280571,7.104527629845335,-0.6048261854352366,False,False
00 NA_A2,229,157,72,0.0,12.99,"(5.695474347237149, 7.733752196174346)",14.88,8.16,Two-Sample Welch's t-test,0.971,-1.92,"(inf, 77.19342453016952)",14061.31,16567.71,Two-Sample Welch's t-test,3.1911798637654116,2.9074476491505337,-0.283732214614878,True,False
04 Divorce_A1,33,5,28,0.046,-2.6,"(-5.113470569095285, -0.07478224279226442)",4.25,6.85,Two-Sample Welch's t-test,0.088,1.64,"(inf, 3743.867785231278)",6000.0,4607.14,Two-Sample Welch's t-test,10.736579275905118,3.5211267605633805,-7.215452515341739,True,False
03 Widow_A2,29,23,6,0.0,4.39,"(3.0072043271805615, 8.56544325076503)",13.74,7.96,Two-Sample Welch's t-test,0.793,-0.89,"(inf, 9021.029877096154)",12554.35,17375.0,Two-Sample Welch's t-test,9.589513625388065,8.092485549132949,-1.4970280762551162,True,False
04 Divorce_A2,27,19,8,0.0,8.97,"(4.942544078000754, 7.891455525479383)",14.39,7.97,Two-Sample Welch's t-test,0.042,1.81,"(inf, 4319.293905836557)",12513.16,10500.0,Two-Sample Welch's t-test,4.151992585727526,5.242268893666281,1.0902763079387547,True,True
