group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
53+_02 Maried_C1,283,152,131,0.0,8.54,"(1.9507945303657523, 3.1226555787181836)",10.52,7.99,Two-Sample Welch's t-test,0.91,-1.34,"(inf, 686.9245466125435)",20055.24,21528.83,Two-Sample Welch's t-test,12.678977433906532,11.404330007265575,-1.2746474266409582,True,False
39-45_02 Maried_A1,261,61,200,0.0,-6.54,"(-3.250502614079761, -1.7335942132685918)",4.96,7.45,Two-Sample Welch's t-test,0.011,2.35,"(inf, 4865.226003479856)",7893.44,5265.0,Two-Sample Welch's t-test,12.014376176621598,6.630861392274323,-5.383514784347275,True,True
39-45_02 Maried_E1,257,253,4,0.002,7.85,"(2.609516763922458, 5.647757785216423)",11.55,7.42,Two-Sample Welch's t-test,0.001,5.12,"(inf, 10914.77084265365)",13824.55,6502.5,Two-Sample Welch's t-test,0.06506901105235054,6.069009100364285,6.003940089311935,True,True
46-52_02 Maried_C1,251,145,106,0.039,2.08,"(0.03352067311853224, 1.271938461914241)",9.16,8.5,Two-Sample Welch's t-test,0.262,0.64,"(inf, 1642.1339750851826)",9614.43,9213.0,Two-Sample Welch's t-test,8.801843471649287,10.403045130043289,1.6012016583940012,True,False
28-38_01 Single_E1,248,247,1,,16.28,"(nan, nan)",9.78,6.05,Two-Sample Welch's t-test,,14.36,"(inf, nan)",10845.61,2280.0,Two-Sample Welch's t-test,0.007653636685894751,7.340023804904994,7.332370168219099,,
28-38_01 Single_A1,231,110,121,0.965,0.04,"(-0.7839578461179239, 0.8195504744244145)",7.01,6.99,Two-Sample Welch's t-test,0.003,2.78,"(inf, 3396.500159210349)",8059.09,6074.38,Two-Sample Welch's t-test,7.78890478461294,5.3464809118871,-2.4424238727258394,False,True
19-27_00 NA_A1,229,153,76,0.0,6.73,"(1.6475907500998632, 3.0169286930669754)",8.19,5.85,Two-Sample Welch's t-test,0.006,2.56,"(inf, 4531.1533018581795)",11205.88,8644.74,Two-Sample Welch's t-test,4.876419505678023,6.251025430680886,1.3746059250028628,True,True
39-45_02 Maried_C1,196,49,147,0.09,-1.73,"(-1.825346060634165, 0.1374738917768915)",7.33,8.17,Two-Sample Welch's t-test,0.962,-1.8,"(inf, 38.22476285891196)",5812.67,6161.05,Two-Sample Welch's t-test,12.851948336494495,4.620962208734954,-8.23098612775954,False,False
46-52_02 Maried_E1,184,183,1,,29.54,"(nan, nan)",12.27,7.88,Two-Sample Welch's t-test,,6.66,"(inf, nan)",23246.97,12750.0,Two-Sample Welch's t-test,0.038341794089229025,7.5656804878946655,7.5273386938054365,,
53+_00 NA_A1,171,36,135,0.0,-7.81,"(-4.276763995910635, -2.526385964258332)",3.65,7.06,Two-Sample Welch's t-test,0.016,2.23,"(inf, 6590.250831186209)",8750.0,5300.0,Two-Sample Welch's t-test,12.057633973710818,5.264477312609676,-6.7931566611011425,True,True
28-38_02 Maried_E1,166,164,2,0.001,7.15,"(1.3201452166151966, 2.8546140922945527)",10.71,8.63,Two-Sample Welch's t-test,0.012,5.33,"(inf, 12239.80849973011)",11970.73,4822.5,Two-Sample Welch's t-test,0.044276306185461946,8.762556674084845,8.718280367899384,True,True
46-52_00 NA_A1,164,42,122,0.0,-13.08,"(-4.416708814018783, -3.2511402004343126)",3.27,7.1,Two-Sample Welch's t-test,0.04,1.78,"(inf, 1160.668580616896)",5464.29,4918.03,Two-Sample Welch's t-test,10.565240359218173,4.317155756207676,-6.248084603010497,True,True
46-52_02 Maried_A2,162,127,35,0.0,16.1,"(6.2433107458566806, 7.988829443501272)",15.21,8.09,Two-Sample Welch's t-test,0.792,-0.82,"(inf, 1471.5369906002725)",12501.97,13510.71,Two-Sample Welch's t-test,2.5171670392845735,3.5368512500939766,1.019684210809403,True,False
39-45_02 Maried_A2,150,104,46,0.0,11.88,"(4.91496567288421, 6.87782481464084)",13.84,7.94,Two-Sample Welch's t-test,0.297,0.54,"(inf, 4655.021827038294)",15176.68,14184.78,Two-Sample Welch's t-test,3.0445661493237215,3.6045525781671506,0.5599864288434293,True,False
28-38_02 Maried_A1,130,41,89,0.0,-8.93,"(-3.890175568562909, -2.474636104926968)",4.11,7.29,Two-Sample Welch's t-test,0.22,0.78,"(inf, 939.6424557529622)",5707.32,5443.82,Two-Sample Welch's t-test,10.741602926504822,5.399792315680166,-5.3418106108246555,True,False
53+_00 NA_C1,111,47,64,0.0,4.9,"(1.3423384107398226, 3.1914098036342526)",10.54,8.27,Two-Sample Welch's t-test,0.35,0.39,"(inf, 4094.433055318823)",21434.13,20766.95,Two-Sample Welch's t-test,8.418561862084525,7.6526788447645755,-0.7658830173199502,True,False
39-45_00 NA_E1,106,105,1,,27.85,"(nan, nan)",11.66,5.0,Two-Sample Welch's t-test,,8.87,"(inf, nan)",17826.14,7200.0,Two-Sample Welch's t-test,0.030047418582450428,5.58074987231401,5.55070245373156,,
28-38_00 NA_A1,105,48,57,0.012,2.57,"(0.33650186100991153, 2.6585954813364667)",8.24,6.75,Two-Sample Welch's t-test,0.001,3.22,"(inf, 8361.196870273548)",11156.25,6000.0,Two-Sample Welch's t-test,4.543642885611797,3.877905713665001,-0.6657371719467966,True,True
39-45_01 Single_E1,105,103,2,0.054,5.47,"(-0.15164098627421652, 6.4912335463147635)",11.39,8.22,Two-Sample Welch's t-test,0.0,3.71,"(inf, 9672.845871816984)",18109.81,11865.0,Two-Sample Welch's t-test,0.1209016111553517,6.463100702108717,6.342199090953364,False,True
53+_02 Maried_E1,100,100,0,,,,,,,,,,,,,,,,,
28-38_01 Single_A2,97,71,26,0.0,5.91,"(2.3770242568909823, 4.785644154092262)",11.36,7.78,Two-Sample Welch's t-test,0.208,0.82,"(inf, 5502.1066963036355)",16225.35,14625.0,Two-Sample Welch's t-test,1.5062612338270027,2.5777867284261404,1.0715254945991375,True,False
53+_00 NA_A2,96,68,28,0.0,7.19,"(4.250324404400416, 7.49625012469429)",13.74,7.87,Two-Sample Welch's t-test,0.705,-0.54,"(inf, 1174.8683444362732)",12838.24,13272.32,Two-Sample Welch's t-test,3.400240178418253,3.3517622667588114,-0.04847791165944193,True,False
39-45_00 NA_A1,92,33,59,0.0,-7.23,"(-3.9868652510122016, -2.2600871552809365)",4.35,7.47,Two-Sample Welch's t-test,0.231,0.74,"(inf, 1247.3673450395786)",5727.27,5389.83,Two-Sample Welch's t-test,7.709090909090908,4.309165526675787,-3.399925382415122,True,False
28-38_00 NA_E1,91,91,0,,,,,,,,,,,,,,,,,
46-52_00 NA_E1,86,85,1,,12.09,"(nan, nan)",11.58,8.87,Two-Sample Welch's t-test,,-3.31,"(inf, nan)",23565.53,29610.0,Two-Sample Welch's t-test,0.12702849839959537,5.295957815719799,5.168929317320204,,
1-18_00 NA_E1,86,37,49,0.0,4.62,"(0.7448090286129695, 1.870940693473202)",4.23,2.93,Two-Sample Welch's t-test,0.002,2.96,"(inf, 4364.728742176686)",7265.27,4663.47,Two-Sample Welch's t-test,9.881684439947069,9.20616655450702,-0.6755178854400495,True,True
1-18_00 NA_A1,85,65,20,0.814,0.24,"(-1.062547987016625, 1.343852342326947)",6.36,6.22,Two-Sample Welch's t-test,0.035,1.86,"(inf, 4835.785067588875)",9069.23,6750.0,Two-Sample Welch's t-test,1.0865628395508875,5.340399510803098,4.253836671252211,False,True
46-52_01 Single_A1,83,31,52,0.0,-8.46,"(-4.7160627447640895, -2.911954874074883)",3.56,7.37,Two-Sample Welch's t-test,0.154,1.04,"(inf, 4493.1357674771325)",6967.74,5451.92,Two-Sample Welch's t-test,10.824742268041238,8.807339449541285,-2.017402818499953,True,False
28-38_02 Maried_A2,81,56,25,0.0,6.8,"(4.193693680375951, 7.6793877367132595)",13.3,7.36,Two-Sample Welch's t-test,0.839,-1.01,"(inf, 2186.1349379361463)",13285.71,15435.0,Two-Sample Welch's t-test,3.2081060015588463,3.6166101571329614,0.40850415557411524,True,False
53+_01 Single_A1,76,20,56,0.0,-8.71,"(-4.932278127128928, -3.0786841549976196)",2.9,6.9,Two-Sample Welch's t-test,0.338,0.42,"(inf, 3880.1456840230235)",6225.0,5571.43,Two-Sample Welch's t-test,12.652068126520682,6.221889055472264,-6.430179071048419,True,False
39-45_01 Single_A1,73,25,48,0.0,-4.98,"(-4.219707071112589, -1.770649619979343)",4.54,7.54,Two-Sample Welch's t-test,0.426,0.19,"(inf, 1248.7484418875572)",5700.0,5593.75,Two-Sample Welch's t-test,8.531935176358436,3.6580670003850595,-4.873868175973377,True,False
46-52_00 NA_C1,72,40,32,0.805,-0.25,"(-1.8001296145565604, 1.4036937334604236)",7.83,8.03,Two-Sample Welch's t-test,0.522,-0.06,"(inf, 839.2459292780841)",9336.83,9360.56,Two-Sample Welch's t-test,6.19751274363532,7.726096191990097,1.5285834483547762,False,False
46-52_00 NA_A2,66,48,18,0.0,9.06,"(5.815551581645303, 9.119014733827767)",16.12,8.65,Two-Sample Welch's t-test,0.979,-2.14,"(inf, -253.111822656374)",14812.5,21187.5,Two-Sample Welch's t-test,3.2004279825030677,2.888966767739871,-0.3114612147631968,True,False
53+_01 Single_A2,64,49,15,0.0,6.24,"(3.637740368890542, 7.065460920372983)",13.02,7.67,Two-Sample Welch's t-test,0.775,-0.77,"(inf, 5940.038808551893)",12872.45,16275.0,Two-Sample Welch's t-test,4.312114989733059,5.04499100179964,0.7328760120665807,True,False
1-18_01 Single_C1,64,33,31,0.0,-4.79,"(-3.1086000012294934, -1.277436552739624)",2.79,4.98,Two-Sample Welch's t-test,0.006,2.69,"(inf, 3605.583147774895)",3218.64,1165.65,Two-Sample Welch's t-test,5.314009661835748,7.185715029892277,1.8717053680565283,True,True
53+_00 NA_E1,60,60,0,,,,,,,,,,,,,,,,,
39-45_00 NA_A2,60,38,22,0.0,6.23,"(4.560562348429742, 8.930086598329321)",14.88,8.14,Two-Sample Welch's t-test,0.705,-0.54,"(inf, 4719.802320748481)",15434.21,17181.82,Two-Sample Welch's t-test,3.2667876588021776,2.68460983899207,-0.5821778198101077,True,False
46-52_01 Single_C1,59,39,20,0.683,0.41,"(-1.2301204699889206, 1.863422625312007)",8.18,7.86,Two-Sample Welch's t-test,0.112,1.24,"(inf, 8873.252802193318)",12400.56,9033.9,Two-Sample Welch's t-test,6.922494255775738,16.124377442635367,9.20188318685963,False,False
39-45_01 Single_C1,55,23,32,0.002,-3.36,"(-3.521740732798987, -0.8608610948195052)",5.38,7.58,Two-Sample Welch's t-test,0.039,1.85,"(inf, 9144.198961310376)",9741.52,5429.53,Two-Sample Welch's t-test,6.656167178615677,6.832572024009376,0.17640484539369894,True,True
46-52_01 Single_E1,54,54,0,,,,,,,,,,,,,,,,,
53+_01 Single_C1,54,26,28,0.18,1.37,"(-0.46133143033481905, 2.3593825487098057)",8.93,7.98,Two-Sample Welch's t-test,0.874,-1.16,"(inf, 1954.3846542163938)",18329.04,20999.75,Two-Sample Welch's t-test,11.848274191673102,8.167826112740013,-3.6804480789330904,False,False
39-45_01 Single_A2,51,37,14,0.0,5.83,"(3.6736363681971786, 7.563702435224301)",13.91,8.29,Two-Sample Welch's t-test,0.777,-0.77,"(inf, 2964.650764704459)",14027.03,15803.57,Two-Sample Welch's t-test,1.71148435007107,2.054448831754891,0.3429644816838211,True,False
28-38_01 Single_C1,45,33,12,0.0,-9.13,"(-5.246138908989414, -3.312441178195303)",3.17,7.45,Two-Sample Welch's t-test,0.001,3.41,"(inf, 7236.257071130078)",7238.21,2705.67,Two-Sample Welch's t-test,1.0572111156299422,4.785831625426793,3.7286205097968512,True,True
39-45_00 NA_C1,44,16,28,0.0,-4.93,"(-5.087490085217011, -2.057880834996275)",4.17,7.74,Two-Sample Welch's t-test,0.748,-0.68,"(inf, 816.8465688278795)",5885.81,6282.32,Two-Sample Welch's t-test,8.421402872962034,3.292482491872194,-5.128920381089839,True,False
28-38_02 Maried_C1,44,23,21,0.0,-11.96,"(-5.791323273080073, -4.11902741597151)",2.73,7.69,Two-Sample Welch's t-test,0.035,1.9,"(inf, 4592.4066479994035)",5264.22,3066.57,Two-Sample Welch's t-test,3.584369437514819,6.169666988712104,2.5852975511972844,True,True
19-27_02 Maried_E1,44,19,25,0.262,1.14,"(-0.8703575100488699, 3.0819490725805645)",7.7,6.59,Two-Sample Welch's t-test,0.575,-0.19,"(inf, 2655.202380706938)",5580.0,5857.2,Two-Sample Welch's t-test,8.987708879988952,8.746334038682853,-0.24137484130609954,False,False
19-27_01 Single_A2,41,39,2,0.0,4.49,"(2.547797462072432, 6.737113102770489)",13.52,8.88,Two-Sample Welch's t-test,0.024,2.04,"(inf, 8668.225234255806)",14471.15,10125.0,Two-Sample Welch's t-test,0.6481814908174289,8.03352193872104,7.385340447903613,True,True
46-52_01 Single_A2,32,24,8,0.0,7.69,"(5.463451316573784, 9.42136888978873)",15.32,7.88,Two-Sample Welch's t-test,0.17,0.97,"(inf, 13480.930814561958)",19718.75,15375.0,Two-Sample Welch's t-test,1.9089745082062621,3.4528043775649797,1.5438298693587174,True,False
53+_01 Single_E1,26,26,0,,,,,,,,,,,,,,,,,
19-27_02 Maried_A1,24,11,13,0.984,0.02,"(-2.1310688157693667, 2.1718748314894176)",7.84,7.82,Two-Sample Welch's t-test,0.152,1.08,"(inf, 6722.004060439003)",7636.36,5423.08,Two-Sample Welch's t-test,15.932203389830507,12.993039443155451,-2.9391639466750554,False,False
19-27_01 Single_C1,24,22,2,0.473,-1.07,"(-32.33927302536116, 26.81109265370786)",2.57,5.34,Two-Sample Welch's t-test,0.003,3.4,"(inf, 9831.845379758754)",9168.14,3175.5,Two-Sample Welch's t-test,0.6483344511513526,8.513588463671658,7.865254012520305,False,True
53+_03 Widow_A2,22,19,3,0.022,3.49,"(1.4965628515172558, 11.456031428464335)",13.25,6.77,Two-Sample Welch's t-test,0.148,1.08,"(inf, 2838.539541642826)",12335.53,11375.0,Two-Sample Welch's t-test,4.391891891891892,9.246930019233615,4.855038127341723,True,False
53+_03 Widow_A1,16,4,12,0.003,-5.73,"(-4.2383803584626305, -1.5651337701295498)",4.31,7.21,Two-Sample Welch's t-test,0.244,0.72,"(inf, 4650.323199753282)",6750.0,5625.0,Two-Sample Welch's t-test,7.6400679117147705,6.844106463878327,-0.7959614478364435,True,False
28-38_00 NA_C1,16,14,2,0.007,-3.17,"(-4.374155827487357, -0.8335478464990804)",3.85,6.45,Two-Sample Welch's t-test,0.03,2.05,"(inf, 7483.930835440202)",5947.86,2299.5,Two-Sample Welch's t-test,0.8326272567294531,5.615564156151393,4.78293689942194,True,True
53+_04 Divorce_A2,14,8,6,0.0,5.94,"(4.025808466078817, 8.874980068377543)",14.46,8.01,Two-Sample Welch's t-test,0.21,0.85,"(inf, 4358.749903195572)",12046.88,10875.0,Two-Sample Welch's t-test,7.974335472043996,5.165829145728643,-2.808506326315353,True,False
53+_04 Divorce_A1,14,2,12,0.001,-5.52,"(-6.447719834616883, -2.513762494187569)",1.84,6.32,Two-Sample Welch's t-test,0.925,-1.55,"(inf, 105.18245292712197)",4500.0,4750.0,Two-Sample Welch's t-test,12.925170068027212,3.2432432432432434,-9.681926824783968,True,False
46-52_04 Divorce_A1,9,1,8,,-3.24,"(nan, nan)",5.25,7.24,Two-Sample Welch's t-test,,,"(inf, nan)",4500.0,4500.0,Two-Sample Welch's t-test,7.453416149068323,1.744186046511628,-5.709230102556695,,
53+_03 Widow_C1,8,4,4,0.578,-0.59,"(-2.754872819939694, 1.7090040615302606)",7.57,8.1,Two-Sample Welch's t-test,0.867,-1.23,"(inf, 4038.5691267014463)",23929.25,27986.75,Two-Sample Welch's t-test,6.6581655563479085,6.939358458967545,0.2811929026196369,False,False
39-45_04 Divorce_A1,8,1,7,,-1.17,"(nan, nan)",6.77,7.33,Two-Sample Welch's t-test,,inf,"(inf, nan)",7500.0,4500.0,Two-Sample Welch's t-test,16.8,3.968253968253968,-12.831746031746032,,
19-27_02 Maried_A2,8,4,4,0.181,1.65,"(-2.961677335060971, 10.915449232040864)",11.57,7.6,Two-Sample Welch's t-test,0.5,0.0,"(inf, 1835.1838865937607)",10875.0,10875.0,Two-Sample Welch's t-test,15.364238410596027,4.797353184449959,-10.566885226146066,False,False
1-18_01 Single_H1,7,0,7,,,,,,,,,,,,,,,,,
46-52_03 Widow_E1,7,6,1,,3.4,"(nan, nan)",11.66,9.59,Two-Sample Welch's t-test,,-3.36,"(inf, nan)",10312.5,12750.0,Two-Sample Welch's t-test,3.075698364452164,7.293913781518549,4.218215417066385,,
46-52_03 Widow_A1,7,1,6,,-5.4,"(nan, nan)",4.36,6.53,Two-Sample Welch's t-test,,,"(inf, nan)",4500.0,4500.0,Two-Sample Welch's t-test,6.976744186046512,3.75,-3.2267441860465116,,
28-38_00 NA_A2,7,3,4,0.0,10.22,"(9.127248164959623, 15.813949364812908)",20.61,8.14,Two-Sample Welch's t-test,0.834,-1.15,"(inf, 5432.870478407933)",12375.0,15468.75,Two-Sample Welch's t-test,2.101107856869986,1.104664137469315,-0.9964437194006711,True,False
53+_04 Divorce_C1,6,3,3,0.56,0.67,"(-6.3669765216247205, 9.236637851032853)",9.3,7.86,Two-Sample Welch's t-test,0.148,1.36,"(inf, 38597.87660497184)",23996.33,14128.33,Two-Sample Welch's t-test,6.878493206706956,7.981661548013704,1.103168341306747,False,False
53+_03 Widow_E1,6,6,0,,,,,,,,,,,,,,,,,
46-52_04 Divorce_A2,6,5,1,,5.98,"(nan, nan)",15.43,7.81,Two-Sample Welch's t-test,,2.31,"(inf, nan)",11475.0,9375.0,Two-Sample Welch's t-test,1.6846361185983827,4.068067003456528,2.383430884858145,,
39-45_04 Divorce_E1,5,5,0,,,,,,,,,,,,,,,,,
19-27_00 NA_C1,5,5,0,,,,,,,,,,,,,,,,,
19-27_00 NA_H1,5,0,5,,,,,,,,,,,,,,,,,
28-38_04 Divorce_A2,4,3,1,,5.16,"(nan, nan)",14.78,7.9,Two-Sample Welch's t-test,,1.37,"(inf, nan)",16125.0,9375.0,Two-Sample Welch's t-test,3.546099290780142,15.087719298245613,11.541620007465472,,
1-18_00 NA_H1,4,0,4,,,,,,,,,,,,,,,,,
28-38_04 Divorce_E1,4,4,0,,,,,,,,,,,,,,,,,
46-52_03 Widow_A2,4,3,1,,10.15,"(nan, nan)",17.73,8.68,Two-Sample Welch's t-test,,-1.22,"(inf, nan)",11875.0,12375.0,Two-Sample Welch's t-test,16.25615763546798,5.989911727616646,-10.266245907851335,,
46-52_04 Divorce_C1,4,1,3,,1.37,"(nan, nan)",8.27,7.26,Two-Sample Welch's t-test,,-1.22,"(inf, nan)",7094.0,8145.33,Two-Sample Welch's t-test,10.613918497476394,4.469731337264983,-6.14418716021141,,
39-45_03 Widow_A2,3,1,2,,4.83,"(nan, nan)",11.17,9.37,Two-Sample Welch's t-test,,-0.8,"(inf, nan)",18750.0,28875.0,Two-Sample Welch's t-test,30.861723446893784,6.024096385542169,-24.837627061351615,,
46-52_04 Divorce_E1,2,2,0,,,,,,,,,,,,,,,,,
39-45_03 Widow_E1,2,2,0,,,,,,,,,,,,,,,,,
53+_04 Divorce_E1,2,2,0,,,,,,,,,,,,,,,,,
28-38_04 Divorce_A1,2,1,1,,-inf,"(nan, nan)",5.55,6.56,Two-Sample Welch's t-test,,inf,"(inf, nan)",9000.0,4500.0,Two-Sample Welch's t-test,5.88235294117647,17.647058823529413,11.764705882352942,,
39-45_04 Divorce_C1,2,2,0,,,,,,,,,,,,,,,,,
39-45_04 Divorce_A2,2,2,0,,,,,,,,,,,,,,,,,
39-45_03 Widow_A1,2,1,1,,-inf,"(nan, nan)",2.68,7.74,Two-Sample Welch's t-test,,,"(inf, nan)",4500.0,4500.0,Two-Sample Welch's t-test,4.918032786885246,5.0,0.08196721311475447,,
19-27_02 Maried_C1,2,1,1,,-inf,"(nan, nan)",8.15,8.34,Two-Sample Welch's t-test,,inf,"(inf, nan)",28470.0,1971.0,Two-Sample Welch's t-test,1.4634146341463417,32.418952618453865,30.955537984307526,,
46-52_03 Widow_C1,1,0,1,,,,,,,,,,,,,,,,,
19-27_01 Single_H2,1,0,1,,,,,,,,,,,,,,,,,
1-18_00 NA_C1,1,1,0,,,,,,,,,,,,,,,,,
46-52_02 Maried_H2,1,0,1,,,,,,,,,,,,,,,,,
19-27_04 Divorce_A2,1,1,0,,,,,,,,,,,,,,,,,
19-27_04 Divorce_E1,1,0,1,,,,,,,,,,,,,,,,,
19-27_01 Single_H1,1,0,1,,,,,,,,,,,,,,,,,
1-18_01 Single_A2,1,1,0,,,,,,,,,,,,,,,,,
19-27_00 NA_H2,1,0,1,,,,,,,,,,,,,,,,,
28-38_03 Widow_A1,1,0,1,,,,,,,,,,,,,,,,,
39-45_03 Widow_C1,1,1,0,,,,,,,,,,,,,,,,,
28-38_04 Divorce_C1,1,0,1,,,,,,,,,,,,,,,,,
1-18_01 Single_Good,694,264,430,0.0,109.67,"(4.785313841078123, 4.9598034327356455)",9.24,4.36,Two-Sample Welch's t-test,0.0,8.6,"(inf, 3270.1052507072636)",6097.78,3435.98,Two-Sample Welch's t-test,5.957235254484951,8.626320320292963,2.6690850658080127,True,True
19-27_01 Single_Good,676,342,334,0.0,129.71,"(5.044442642786713, 5.199505767061716)",9.2,4.08,Two-Sample Welch's t-test,0.0,10.55,"(inf, 5081.518320432376)",7073.38,2789.78,Two-Sample Welch's t-test,8.236678099020466,14.328986412993741,6.092308313973274,True,True
1-18_01 Single_Excellent,614,614,0,,,,,,,,,,,,,,,,,
1-18_01 Single_Very Good,578,399,179,0.0,84.17,"(4.5783404902611, 4.797204743022968)",7.3,2.61,Two-Sample Welch's t-test,0.0,7.2,"(inf, 2607.448876971337)",6317.29,4269.05,Two-Sample Welch's t-test,5.3880885421679485,7.041937748163979,1.6538492059960301,True,True
19-27_01 Single_Very Good,558,325,233,0.0,84.67,"(4.535724983359214, 4.751157680250869)",7.3,2.66,Two-Sample Welch's t-test,0.0,12.21,"(inf, 4051.8907409195454)",6227.4,2737.08,Two-Sample Welch's t-test,8.283417733948687,11.308272042862598,3.0248543089139117,True,True
19-27_01 Single_Excellent,553,553,0,,,,,,,,,,,,,,,,,
53+_02 Maried_Normal,392,112,280,0.0,78.48,"(4.924098533987582, 5.177829216272652)",11.62,6.56,Two-Sample Welch's t-test,0.0,8.86,"(inf, 14707.84287612288)",19885.0,7861.78,Two-Sample Welch's t-test,10.817726620226685,6.933172333843118,-3.8845542863835667,True,True
53+_02 Maried_Very Risk,318,172,146,0.0,37.47,"(6.716015305299629, 7.462883127771913)",16.63,9.54,Two-Sample Welch's t-test,0.0,4.0,"(inf, 12511.336867158403)",19748.09,11363.61,Two-Sample Welch's t-test,5.8871650386735235,7.562995740511158,1.6758307018376348,True,True
53+_02 Maried_Risk,297,92,205,0.0,95.82,"(4.8999490846357565, 5.106002426889305)",13.33,8.32,Two-Sample Welch's t-test,0.0,4.34,"(inf, 18767.69961616131)",24570.75,11688.31,Two-Sample Welch's t-test,8.925867560943528,6.805868119269888,-2.1199994416736394,True,True
46-52_02 Maried_Normal,272,100,172,0.0,66.88,"(4.8319418210892096, 5.125588538685728)",11.62,6.64,Two-Sample Welch's t-test,0.0,9.87,"(inf, 11342.319088204706)",15504.55,6059.48,Two-Sample Welch's t-test,6.621672105150804,6.34081575397984,-0.2808563511709633,True,True
46-52_02 Maried_Very Risk,246,122,124,0.0,29.6,"(6.748775795011725, 7.71566708153012)",16.79,9.56,Two-Sample Welch's t-test,0.0,6.62,"(inf, 12972.644440902604)",18316.4,8322.0,Two-Sample Welch's t-test,3.4359947224499816,5.806902919624038,2.370908197174057,True,True
46-52_02 Maried_Risk,235,89,146,0.0,86.6,"(4.832408767786086, 5.057726206927006)",13.3,8.36,Two-Sample Welch's t-test,0.0,6.23,"(inf, 16480.33719207784)",19857.96,7360.01,Two-Sample Welch's t-test,4.649600349619712,6.227387569621973,1.57778722000226,True,True
39-45_02 Maried_Normal,211,91,120,0.0,57.51,"(4.571123271004827, 4.895783830325928)",11.39,6.65,Two-Sample Welch's t-test,0.0,7.01,"(inf, 6965.794165611445)",11442.04,6012.24,Two-Sample Welch's t-test,5.283563420498178,5.253637328956421,-0.02992609154175707,True,True
39-45_02 Maried_Risk,209,77,132,0.0,82.21,"(4.950093284954673, 5.194009121654971)",13.35,8.27,Two-Sample Welch's t-test,0.0,7.25,"(inf, 14165.41794220671)",17966.88,6849.46,Two-Sample Welch's t-test,3.782276380447902,4.791479634332645,1.0092032538847426,True,True
39-45_02 Maried_Very Risk,200,92,108,0.0,24.81,"(6.35268416453852, 7.4582468163828)",16.42,9.51,Two-Sample Welch's t-test,0.0,7.78,"(inf, 14467.726929542034)",18886.14,7354.46,Two-Sample Welch's t-test,2.6286182295413214,5.161498054016981,2.5328798244756596,True,True
19-27_01 Single_Normal,197,59,138,0.0,53.39,"(4.764297189202856, 5.131448119534061)",11.49,6.54,Two-Sample Welch's t-test,0.0,4.81,"(inf, 6714.597761262378)",10745.59,5994.46,Two-Sample Welch's t-test,9.111350486883712,8.734413166302268,-0.37693732058144414,True,True
19-27_00 NA_Very Good,188,59,129,0.0,43.04,"(4.695455276146751, 5.150451079704768)",7.19,2.27,Two-Sample Welch's t-test,0.0,4.14,"(inf, 6319.660029572402)",8811.1,4547.21,Two-Sample Welch's t-test,10.722815253126551,7.952957374792037,-2.769857878334514,True,True
1-18_01 Single_Normal,187,40,147,0.0,56.81,"(4.843795427815959, 5.195819920351928)",11.36,6.34,Two-Sample Welch's t-test,0.01,2.42,"(inf, 4367.082131231805)",8150.62,5764.18,Two-Sample Welch's t-test,4.655879955459691,7.953992366216667,3.2981124107569757,True,True
19-27_00 NA_Excellent,179,179,0,,,,,,,,,,,,,,,,,
19-27_01 Single_Risk,162,41,121,0.0,66.96,"(4.892192444549481, 5.192912742122305)",13.36,8.32,Two-Sample Welch's t-test,0.0,6.04,"(inf, 10362.427829518652)",14589.15,6811.91,Two-Sample Welch's t-test,6.510041686046939,6.813029104483986,0.3029874184370479,True,True
53+_02 Maried_Good,149,81,68,0.0,47.8,"(4.240533228420965, 4.606390157328537)",9.59,5.17,Two-Sample Welch's t-test,0.0,9.3,"(inf, 18003.788940478633)",21990.9,7151.31,Two-Sample Welch's t-test,8.129318432421986,8.256667978453326,0.1273495460313384,True,True
19-27_01 Single_Very Risk,134,57,77,0.0,15.32,"(5.74337971791915, 7.471071446769046)",16.1,9.49,Two-Sample Welch's t-test,0.0,5.22,"(inf, 10683.012078739408)",14387.11,6656.88,Two-Sample Welch's t-test,8.223971582390131,9.457537867517317,1.2335662851271856,True,True
1-18_01 Single_Very Risk,134,35,99,0.0,14.63,"(5.52926128160776, 7.31245378596715)",15.97,9.55,Two-Sample Welch's t-test,0.0,4.74,"(inf, 5711.84779867196)",8988.43,4981.21,Two-Sample Welch's t-test,11.08178530136483,9.584590074033454,-1.497195227331377,True,True
28-38_01 Single_Normal,133,75,58,0.0,49.24,"(4.819788920058163, 5.223366562534754)",11.66,6.64,Two-Sample Welch's t-test,0.0,6.34,"(inf, 8559.365525397072)",12382.6,5863.6,Two-Sample Welch's t-test,3.3032357799890284,5.566868448501753,2.263632668512725,True,True
1-18_01 Single_Risk,133,32,101,0.0,59.2,"(4.789152495086591, 5.125330555944745)",13.33,8.37,Two-Sample Welch's t-test,0.0,4.1,"(inf, 5182.375820927612)",8907.19,5434.31,Two-Sample Welch's t-test,2.5168207624128356,8.965787325598404,6.448966563185568,True,True
53+_02 Maried_Excellent,130,130,0,,,,,,,,,,,,,,,,,
