group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
19-27_M_00 NA,367,196,171,0.0,9.09,"(1.9759485103172825, 3.067824783188752)",5.98,3.46,Two-Sample Welch's t-test,0.0,4.12,"(inf, 3905.368305615697)",7925.43,5281.84,Two-Sample Welch's t-test,9.021674312957542,8.320344386525347,-0.7013299264321939,True,True
28-38_M_01 Single,335,267,68,0.0,3.84,"(0.6290928396462426, 1.9567230583472717)",8.74,7.45,Two-Sample Welch's t-test,0.008,2.44,"(inf, 3993.8413419715225)",10027.64,7820.29,Two-Sample Welch's t-test,1.7382334445097132,5.743162571258118,4.004929126748405,True,True
28-38_F_01 Single,286,194,92,0.0,5.74,"(1.429598003066505, 2.921445504871495)",9.1,6.93,Two-Sample Welch's t-test,0.0,5.63,"(inf, 6783.272459967695)",11746.63,6719.76,Two-Sample Welch's t-test,1.632293007866436,4.059247980504326,2.4269549726378905,True,True
28-38_F_02 Maried,225,149,76,0.0,3.86,"(0.9264947489924202, 2.860990074093234)",9.29,7.4,Two-Sample Welch's t-test,0.0,3.72,"(inf, 6664.643640145692)",11222.15,6865.89,Two-Sample Welch's t-test,2.399700892768862,6.142257553253132,3.7425566604842695,True,True
53+_F_00 NA,224,116,108,0.0,6.46,"(2.214276163674692, 4.164103497422453)",10.71,7.52,Two-Sample Welch's t-test,0.0,6.94,"(inf, 16456.155788508066)",22983.55,10173.19,Two-Sample Welch's t-test,3.6976991409914115,5.169260087639396,1.4715609466479838,True,True
53+_M_00 NA,214,95,119,0.0,6.05,"(2.443894304097334, 4.8261099519192)",11.11,7.48,Two-Sample Welch's t-test,0.0,3.99,"(inf, 19436.881264034553)",24055.55,11071.47,Two-Sample Welch's t-test,5.880955538493286,5.864703749154757,-0.016251789338528333,True,True
46-52_F_00 NA,201,123,78,0.0,3.99,"(1.0057739300350304, 2.9744479421544425)",9.83,7.84,Two-Sample Welch's t-test,0.0,4.69,"(inf, 10633.112964826007)",15530.52,8045.41,Two-Sample Welch's t-test,2.399479804652974,4.653467177187264,2.25398737253429,True,True
28-38_M_02 Maried,196,135,61,0.0,5.9,"(1.746449592842327, 3.5026671448258795)",9.98,7.36,Two-Sample Welch's t-test,0.0,4.2,"(inf, 4951.859236200688)",10297.6,6928.03,Two-Sample Welch's t-test,2.2591662056405224,6.304876090854915,4.045709885214392,True,True
46-52_M_00 NA,187,92,95,0.0,5.5,"(2.3954972890324226, 5.096752445993828)",10.87,7.12,Two-Sample Welch's t-test,0.0,6.03,"(inf, 10762.468930391402)",15291.18,7189.27,Two-Sample Welch's t-test,3.4681004588886637,4.4612823122029015,0.9931818533142379,True,True
19-27_F_00 NA,179,122,57,0.18,1.35,"(-0.26416675208960083, 1.3922606984076165)",5.54,4.98,Two-Sample Welch's t-test,0.012,2.27,"(inf, 4655.85491113199)",9604.43,7114.74,Two-Sample Welch's t-test,4.307722703495922,7.062508023933472,2.7547853204375508,False,True
39-45_M_00 NA,163,104,59,0.0,4.91,"(1.6649903361850527, 3.912138300122322)",10.33,7.54,Two-Sample Welch's t-test,0.0,4.46,"(inf, 9433.014613197834)",14323.78,7787.19,Two-Sample Welch's t-test,2.586784239783758,5.643295868776465,3.0565116289927072,True,True
39-45_M_01 Single,144,95,49,0.0,4.5,"(1.419680578255715, 3.646749754262581)",10.19,7.66,Two-Sample Welch's t-test,0.0,4.25,"(inf, 9797.944292828648)",13854.29,7167.22,Two-Sample Welch's t-test,2.242550830211354,5.272965183257012,3.030414353045658,True,True
53+_F_01 Single,140,78,62,0.0,4.39,"(1.5805993190121577, 4.18715085966348)",10.32,7.43,Two-Sample Welch's t-test,0.0,4.84,"(inf, 14910.008099626528)",20843.88,10264.79,Two-Sample Welch's t-test,4.8577237882272195,6.894966355601693,2.037242567374474,True,True
39-45_F_01 Single,140,93,47,0.0,5.12,"(1.5978091999467736, 3.6083747404089017)",10.29,7.69,Two-Sample Welch's t-test,0.0,5.35,"(inf, 11336.201442605488)",15426.96,7149.6,Two-Sample Welch's t-test,1.4685115705195704,3.948293703953941,2.4797821334343704,True,True
39-45_F_00 NA,139,88,51,0.0,4.64,"(1.5695429317322624, 3.9082725257831354)",10.52,7.78,Two-Sample Welch's t-test,0.0,3.65,"(inf, 9248.251038181625)",14224.38,8228.65,Two-Sample Welch's t-test,1.7387449718483168,3.454510817098356,1.715765845250039,True,True
28-38_M_00 NA,131,92,39,0.0,5.14,"(1.7919437469095536, 4.033086110617455)",9.4,6.49,Two-Sample Welch's t-test,0.0,4.04,"(inf, 6765.443841713326)",11173.85,6634.62,Two-Sample Welch's t-test,2.559012054207738,6.504776925978876,3.945764871771139,True,True
46-52_M_01 Single,118,77,41,0.0,4.1,"(1.3462056034294754, 3.8613994941861938)",9.9,7.29,Two-Sample Welch's t-test,0.0,3.65,"(inf, 17569.61714139087)",19188.91,7815.56,Two-Sample Welch's t-test,3.964939932220436,10.578290515560163,6.613350583339726,True,True
46-52_F_01 Single,110,71,39,0.01,2.65,"(0.4450900263965767, 3.1121117145051764)",9.58,7.81,Two-Sample Welch's t-test,0.0,5.16,"(inf, 15506.937719068552)",18031.14,6839.49,Two-Sample Welch's t-test,1.8665859216987009,5.639408599306194,3.772822677607493,True,True
1-18_M_00 NA,96,59,37,0.002,3.24,"(0.6498554671266417, 2.7201980197158235)",5.93,4.24,Two-Sample Welch's t-test,0.014,2.25,"(inf, 4271.447035936413)",7740.51,5473.38,Two-Sample Welch's t-test,2.632317788860856,6.344806890386094,3.7124891015252377,True,True
28-38_F_00 NA,88,64,24,0.006,2.84,"(0.5878959710464438, 3.348076475494943)",9.35,7.38,Two-Sample Welch's t-test,0.0,3.81,"(inf, 9835.967251487558)",12699.47,6238.5,Two-Sample Welch's t-test,1.2829705716418636,4.82316640946586,3.5401958378239966,True,True
1-18_F_00 NA,80,44,36,0.0,3.8,"(0.8013898538444237, 2.5685215486090707)",5.05,3.37,Two-Sample Welch's t-test,0.0,4.09,"(inf, 6085.915043884461)",9625.57,5534.58,Two-Sample Welch's t-test,2.516258214352693,6.019768121133043,3.5035099067803497,True,True
53+_M_01 Single,80,43,37,0.001,3.5,"(1.2432067029658973, 4.557719018657892)",10.04,7.14,Two-Sample Welch's t-test,0.234,0.73,"(inf, 7640.997090315549)",15766.79,13721.65,Two-Sample Welch's t-test,6.891381080542535,5.581808152411062,-1.3095729281314736,True,False
53+_F_03 Widow,46,30,16,0.0,4.38,"(2.181346782658723, 5.958388872830087)",11.66,7.59,Two-Sample Welch's t-test,0.017,2.18,"(inf, 15059.592832996528)",18848.7,11026.31,Two-Sample Welch's t-test,4.308520770752436,8.41435780406274,4.105837033310306,True,True
19-27_M_02 Maried,45,15,30,0.87,-0.16,"(-1.8592191783163643, 1.5840237837900148)",6.6,6.74,Two-Sample Welch's t-test,0.459,0.1,"(inf, 3830.1554455583446)",6267.0,6086.0,Two-Sample Welch's t-test,15.122413026246804,6.457509443605241,-8.664903582641562,False,False
19-27_F_02 Maried,33,20,13,0.141,1.52,"(-0.5159256064449034, 3.4506222494620316)",9.4,7.93,Two-Sample Welch's t-test,0.106,1.28,"(inf, 5872.8981636264925)",8399.25,6140.08,Two-Sample Welch's t-test,6.225374126103192,12.020505378583128,5.795131252479935,False,False
53+_F_04 Divorce,26,13,13,0.059,2.05,"(-0.13856036041425357, 6.481461019001591)",10.97,7.8,Two-Sample Welch's t-test,0.014,2.48,"(inf, 20560.07724715808)",19016.85,8009.69,Two-Sample Welch's t-test,4.552814103990741,6.40716199310661,1.8543478891158685,False,True
46-52_F_03 Widow,19,10,9,0.003,3.79,"(2.250213183636572, 8.401720277854437)",12.75,7.42,Two-Sample Welch's t-test,0.014,2.43,"(inf, 6315.1672915510235)",10200.0,6842.67,Two-Sample Welch's t-test,7.633080649079578,7.331135909197413,-0.3019447398821651,True,True
46-52_F_04 Divorce,14,5,9,0.001,5.86,"(4.743223712679709, 11.661676571360728)",15.45,7.24,Two-Sample Welch's t-test,0.0,6.69,"(inf, 6057.599616179266)",10188.0,5618.11,Two-Sample Welch's t-test,3.8446477330014073,2.3572900142344406,-1.4873577187669664,True,True
39-45_F_04 Divorce,11,4,7,0.284,1.26,"(-2.8805028061538467, 7.228293121214038)",9.5,7.33,Two-Sample Welch's t-test,0.044,2.49,"(inf, 17012.399873971437)",11970.0,4500.0,Two-Sample Welch's t-test,3.040655005352518,3.0498660746987873,0.009211069346269293,False,True
53+_M_04 Divorce,10,2,8,0.0,11.01,"(6.4650957608085395, 9.89347791526363)",13.94,5.76,Two-Sample Welch's t-test,0.012,2.8,"(inf, 7410.999973486445)",11625.0,7563.62,Two-Sample Welch's t-test,10.138958473316723,2.1661739591417666,-7.972784514174956,True,True
28-38_F_04 Divorce,8,5,3,0.018,3.25,"(0.9637865569394077, 6.907374578409975)",11.98,8.05,Two-Sample Welch's t-test,0.074,1.73,"(inf, 18797.98301238255)",13704.0,6213.0,Two-Sample Welch's t-test,3.6413044539996915,11.2831355655894,7.641831111589709,True,False
46-52_M_04 Divorce,7,4,3,0.23,1.47,"(-2.8656107853195776, 8.243420336613923)",10.13,7.44,Two-Sample Welch's t-test,0.098,1.52,"(inf, 14390.960330289152)",11617.25,6416.0,Two-Sample Welch's t-test,2.5215896704955143,4.4412862134615825,1.9196965429660677,False,False
39-45_M_04 Divorce,6,6,0,,,,,,,,,,,,,,,,,
39-45_F_03 Widow,6,5,1,,0.42,"(nan, nan)",9.53,8.84,Two-Sample Welch's t-test,,-0.85,"(inf, nan)",8970.4,10875.0,Two-Sample Welch's t-test,2.1656875435626803,7.383227569405006,5.217540025842325,,
53+_M_03 Widow,6,3,3,0.475,0.8,"(-2.8966467493330033, 5.067900362710072)",7.0,5.92,Two-Sample Welch's t-test,0.214,0.89,"(inf, 19074.32900858285)",16848.67,12383.67,Two-Sample Welch's t-test,4.905886112556353,4.486286232623696,-0.4195998799326577,False,False
28-38_M_04 Divorce,3,3,0,,,,,,,,,,,,,,,,,
19-27_M_04 Divorce,2,1,1,,inf,"(nan, nan)",12.58,4.88,Two-Sample Welch's t-test,,inf,"(inf, nan)",10875.0,4020.0,Two-Sample Welch's t-test,14.285714285714285,32.58426966292135,18.298555377207066,,
39-45_M_03 Widow,2,0,2,,,,,,,,,,,,,,,,,
28-38_F_03 Widow,1,0,1,,,,,,,,,,,,,,,,,
"19-27_M_1-60,000",830,450,380,0.0,12.36,"(1.9267802542794674, 2.654328421929831)",7.41,5.12,Two-Sample Welch's t-test,0.0,13.28,"(inf, 1392.2169584742655)",3778.87,2565.91,Two-Sample Welch's t-test,21.39995325149052,17.855022246722054,-3.544931004768465,True,True
"1-18_M_1-60,000",618,366,252,0.0,3.75,"(0.35188623770140903, 1.1273109299690773)",7.37,6.63,Two-Sample Welch's t-test,0.0,4.85,"(inf, 634.6314194386712)",3594.26,3142.62,Two-Sample Welch's t-test,13.615462973708304,16.059359200438017,2.4438962267297137,True,True
"1-18_F_1-60,000",501,312,189,0.0,4.53,"(0.6283949120875141, 1.592105326327979)",7.35,6.24,Two-Sample Welch's t-test,0.0,4.53,"(inf, 755.1587948908164)",3436.39,2909.76,Two-Sample Welch's t-test,13.118431928208762,16.01366640528733,2.8952344770785676,True,True
"19-27_F_1-60,000",451,287,164,0.0,6.23,"(1.0683081849152147, 2.0535230883543525)",7.53,5.97,Two-Sample Welch's t-test,0.0,6.72,"(inf, 1070.3475446824111)",3728.05,2900.01,Two-Sample Welch's t-test,14.519986115092692,15.847603508201297,1.3276173931086044,True,True
"19-27_M_60,001-88,000",418,236,182,0.0,6.81,"(1.476773293797564, 2.675838684787827)",7.16,5.08,Two-Sample Welch's t-test,0.0,6.73,"(inf, 1836.4690843734888)",5001.67,3580.3,Two-Sample Welch's t-test,15.937440382724565,16.061382389607463,0.12394200688289614,True,True
"1-18_M_60,001-88,000",379,193,186,0.0,8.78,"(1.7404232244588251, 2.7469258455930112)",6.66,4.41,Two-Sample Welch's t-test,0.0,8.18,"(inf, 1831.942085381474)",4579.27,3102.66,Two-Sample Welch's t-test,15.664583375745607,13.633492298187521,-2.0310910775580866,True,True
"39-45_M_60,001-88,000",301,142,159,0.0,11.62,"(3.0547916036562723, 4.3046040942280035)",11.65,7.97,Two-Sample Welch's t-test,0.0,11.4,"(inf, 3176.5752115505693)",8570.37,5862.51,Two-Sample Welch's t-test,14.329616899785428,11.482673612041534,-2.846943287743893,True,True
"46-52_M_88,001-130,0000",284,150,134,0.0,6.73,"(1.4597932522327104, 2.668238508557902)",9.83,7.77,Two-Sample Welch's t-test,0.0,6.45,"(inf, 2829.0383998102116)",10361.48,8194.6,Two-Sample Welch's t-test,12.530696941534764,10.817058444834966,-1.7136384966997973,True,True
"53+_F_60,001-88,000",284,96,188,0.0,34.05,"(8.245468816644069, 9.263063457320365)",15.78,7.03,Two-Sample Welch's t-test,0.0,50.81,"(inf, 6708.5184874835195)",11483.83,5026.6,Two-Sample Welch's t-test,17.298187808896213,7.510735066881397,-9.787452742014816,True,True
"53+_M_60,001-88,000",276,94,182,0.0,35.71,"(8.253371015548497, 9.221235596863556)",15.88,7.14,Two-Sample Welch's t-test,0.0,44.0,"(inf, 6756.9572566084835)",11600.79,5134.62,Two-Sample Welch's t-test,20.20759000973078,9.000051830970293,-11.207538178760489,True,True
"46-52_M_60,001-88,000",263,122,141,0.0,15.01,"(4.980208858945783, 6.491389210655546)",12.85,7.11,Two-Sample Welch's t-test,0.0,18.05,"(inf, 4847.030722503775)",9546.41,5177.81,Two-Sample Welch's t-test,14.36606930619814,10.905836681101508,-3.4602326250966318,True,True
"46-52_F_60,001-88,000",226,89,137,0.0,22.05,"(6.1667234733003555, 7.38271838536721)",13.95,7.18,Two-Sample Welch's t-test,0.0,27.43,"(inf, 5529.740900345823)",10342.2,5184.12,Two-Sample Welch's t-test,13.800638125884127,8.780248352205808,-5.0203897736783185,True,True
"19-27_M_88,001-130,0000",216,118,98,0.0,6.45,"(1.786761900832837, 3.3591411276192753)",6.83,4.25,Two-Sample Welch's t-test,0.0,6.11,"(inf, 3580.5957114637094)",7284.66,4577.6,Two-Sample Welch's t-test,10.046525689907117,11.252952854475085,1.2064271645679678,True,True
"46-52_F_88,001-130,0000",212,124,88,0.0,3.92,"(0.6762079351702771, 2.048271213171576)",9.52,8.16,Two-Sample Welch's t-test,0.0,4.76,"(inf, 2383.9431334417554)",10055.76,8369.94,Two-Sample Welch's t-test,8.404325468316461,8.962820848168471,0.55849537985201,True,True
"53+_F_88,001-130,0000",212,97,115,0.0,7.87,"(2.1801235412942943, 3.641655934581314)",10.69,7.78,Two-Sample Welch's t-test,0.0,7.51,"(inf, 3666.031933781427)",11185.7,8282.27,Two-Sample Welch's t-test,11.444687512992205,7.364928657096356,-4.079758855895848,True,True
"39-45_M_88,001-130,0000",211,112,99,0.0,6.65,"(1.6418149979315548, 3.032484551893791)",9.28,6.94,Two-Sample Welch's t-test,0.0,7.51,"(inf, 3419.4940152971285)",9692.77,6985.91,Two-Sample Welch's t-test,9.235531594744172,9.216730319518526,-0.018801275225646674,True,True
"39-45_F_60,001-88,000",207,107,100,0.0,10.92,"(3.0254536974634973, 4.362387755349195)",11.01,7.32,Two-Sample Welch's t-test,0.0,11.14,"(inf, 3354.282892141306)",7988.3,5139.75,Two-Sample Welch's t-test,9.492997557927648,9.256914164839197,-0.2360833930884515,True,True
"53+_M_88,001-130,0000",202,95,107,0.0,8.87,"(2.4462826244117775, 3.850169714922256)",10.8,7.65,Two-Sample Welch's t-test,0.0,9.11,"(inf, 4193.013274790119)",11510.15,8064.26,Two-Sample Welch's t-test,13.654231196663902,8.742403612526473,-4.911827584137428,True,True
"1-18_F_60,001-88,000",199,103,96,0.0,4.09,"(0.78389946789757, 2.2491560000334476)",6.78,5.27,Two-Sample Welch's t-test,0.0,3.62,"(inf, 1509.3880936072287)",4796.36,3820.0,Two-Sample Welch's t-test,13.441460263353216,11.034388024497781,-2.4070722388554344,True,True
"53+_M_130,000-190,000",195,108,87,0.026,2.25,"(0.11432882875933204, 1.7504952940070628)",8.31,7.37,Two-Sample Welch's t-test,0.004,2.69,"(inf, 3087.059501966055)",13191.76,11411.39,Two-Sample Welch's t-test,13.411692297217575,10.124238679934178,-3.2874536172833966,True,True
"53+_M_190,001-300,0000",189,94,95,0.0,4.67,"(1.4133377750993195, 3.4887436452608602)",8.3,5.85,Two-Sample Welch's t-test,0.0,4.32,"(inf, 8104.353259388588)",19967.72,14406.48,Two-Sample Welch's t-test,10.611068193187101,8.44553719966561,-2.1655309935214904,True,True
"28-38_M_60,001-88,000",188,139,49,0.0,11.55,"(3.310182893033211, 4.674642838626646)",10.6,6.61,Two-Sample Welch's t-test,0.0,11.42,"(inf, 3300.0446117056226)",7627.17,4813.47,Two-Sample Welch's t-test,4.560652854381638,12.02527338209793,7.464620527716292,True,True
"28-38_F_1-60,000",181,95,86,0.0,5.2,"(1.7161074700205303, 3.8282734393460114)",11.04,8.27,Two-Sample Welch's t-test,0.0,4.92,"(inf, 1835.917608624336)",5146.67,3837.37,Two-Sample Welch's t-test,8.902058581152982,7.870039576029292,-1.032019005123691,True,True
"53+_F_300,001+",177,134,43,0.004,2.95,"(0.4583774481364329, 2.316570461429422)",8.54,7.15,Two-Sample Welch's t-test,0.0,3.8,"(inf, 18621.389366321462)",38459.48,26211.74,Two-Sample Welch's t-test,2.201197804858343,6.185801500824182,3.984603695965839,True,True
"19-27_M_130,000-190,000",176,110,66,0.0,5.24,"(1.4013319000294207, 3.0923434374676333)",6.0,3.75,Two-Sample Welch's t-test,0.0,4.97,"(inf, 4613.645974125475)",9162.08,5859.09,Two-Sample Welch's t-test,6.428558960458627,8.861604934852195,2.433045974393569,True,True
"19-27_F_60,001-88,000",176,125,51,0.0,4.91,"(1.210516856737542, 2.837932968811536)",6.76,4.74,Two-Sample Welch's t-test,0.0,4.68,"(inf, 1962.4842221699996)",4729.8,3350.0,Two-Sample Welch's t-test,7.845811548979493,14.156242682140183,6.310431133160689,True,True
"28-38_M_1-60,000",171,131,40,0.023,2.3,"(0.12339768329512146, 1.6132194549065053)",9.68,8.81,Two-Sample Welch's t-test,0.024,1.99,"(inf, 835.1731790159217)",4863.21,4444.5,Two-Sample Welch's t-test,5.708788219948583,11.741418966737438,6.032630746788855,True,True
"53+_F_130,000-190,000",170,88,82,0.005,2.85,"(0.44730954685972035, 2.4756359865791695)",9.09,7.63,Two-Sample Welch's t-test,0.004,2.67,"(inf, 3904.567430787105)",14260.52,12020.0,Two-Sample Welch's t-test,10.238035041826118,6.8704077102017065,-3.367627331624412,True,True
"1-18_M_88,001-130,0000",160,99,61,0.0,5.33,"(1.261399831061583, 2.7460796910052068)",6.07,4.07,Two-Sample Welch's t-test,0.0,5.18,"(inf, 3085.3362579347)",6599.85,4366.97,Two-Sample Welch's t-test,4.19729334965706,8.570961953185261,4.3736686035282,True,True
"39-45_F_1-60,000",157,70,87,0.0,9.38,"(4.228919446656309, 6.512499152956285)",14.19,8.82,Two-Sample Welch's t-test,0.0,10.35,"(inf, 3514.6219697170436)",7345.7,4398.6,Two-Sample Welch's t-test,14.316134279367345,10.257857340496692,-4.058276938870654,True,True
"19-27_M_190,001-300,0000",154,75,79,0.0,4.67,"(1.3675785011713333, 3.374674267503251)",6.23,3.85,Two-Sample Welch's t-test,0.0,4.73,"(inf, 7531.971498644603)",14084.64,8775.19,Two-Sample Welch's t-test,9.642926295126625,8.013407111285487,-1.6295191838411383,True,True
"53+_M_300,001+",147,89,58,0.002,3.18,"(0.7222850097354185, 3.092282372313552)",8.79,6.88,Two-Sample Welch's t-test,0.001,3.04,"(inf, 20398.404124694738)",40539.52,28177.76,Two-Sample Welch's t-test,3.799232691268564,5.255192044830306,1.4559593535617414,True,True
"1-18_M_130,000-190,000",142,86,56,0.0,4.18,"(0.8105016391042587, 2.2650160930220453)",5.59,4.05,Two-Sample Welch's t-test,0.0,3.74,"(inf, 3428.048520983868)",8829.77,6587.68,Two-Sample Welch's t-test,4.189407411949878,7.574995810289928,3.3855883983400497,True,True
"19-27_F_130,000-190,000",141,104,37,0.021,2.35,"(0.20372745030557904, 2.455875131427775)",6.41,5.08,Two-Sample Welch's t-test,0.005,2.63,"(inf, 3998.9551360480664)",9951.75,7671.89,Two-Sample Welch's t-test,5.0791639938697895,10.155610203828115,5.076446209958324,True,True
"46-52_M_130,000-190,000",140,77,63,0.0,4.37,"(1.239429805199907, 3.291124449291787)",8.46,6.19,Two-Sample Welch's t-test,0.0,5.05,"(inf, 5480.988663606309)",13179.35,9242.11,Two-Sample Welch's t-test,6.358436168018231,6.628003692783169,0.26956752476493817,True,True
"1-18_F_130,000-190,000",126,88,38,0.001,3.32,"(0.6102677151152485, 2.441655733704745)",5.74,4.21,Two-Sample Welch's t-test,0.003,2.83,"(inf, 3788.1840283829756)",9162.27,6941.84,Two-Sample Welch's t-test,3.1250222124290095,8.708161876680816,5.5831396642518065,True,True
"46-52_F_1-60,000",121,28,93,0.0,13.22,"(8.941309822695734, 12.22372143797755)",19.29,8.71,Two-Sample Welch's t-test,0.0,15.55,"(inf, 6421.51968902347)",10172.86,4500.0,Two-Sample Welch's t-test,19.82584522765613,6.094952791077112,-13.730892436579017,True,True
"28-38_F_60,001-88,000",118,80,38,0.0,7.27,"(2.446026876968029, 4.2824721851279985)",9.92,6.55,Two-Sample Welch's t-test,0.0,7.63,"(inf, 3174.0385969785293)",7136.54,4618.42,Two-Sample Welch's t-test,4.520609342077471,8.589727136320805,4.069117794243334,True,True
"1-18_M_190,001-300,0000",117,64,53,0.043,2.04,"(0.0238812148863633, 1.5099412895244892)",4.45,3.68,Two-Sample Welch's t-test,0.04,1.76,"(inf, 3330.891984592472)",10122.66,8553.4,Two-Sample Welch's t-test,4.181580953619623,5.468514574686564,1.2869336210669409,True,True
"19-27_F_88,001-130,0000",116,64,52,0.269,1.11,"(-0.5410742364908077, 1.9188581378622678)",6.44,5.76,Two-Sample Welch's t-test,0.225,0.76,"(inf, 1981.6377636516033)",7109.53,6561.35,Two-Sample Welch's t-test,7.947866801775044,6.8505215917672695,-1.0973452100077745,False,False
"1-18_F_88,001-130,0000",113,79,34,0.0,4.68,"(1.399578405145638, 3.4822717343992338)",6.63,4.19,Two-Sample Welch's t-test,0.0,4.67,"(inf, 3978.724483784935)",7388.92,4602.79,Two-Sample Welch's t-test,2.4385056235450304,7.697785514356078,5.259279890811048,True,True
"28-38_M_88,001-130,0000",110,71,39,0.0,4.01,"(1.0507115054462008, 3.109352646068758)",9.68,7.6,Two-Sample Welch's t-test,0.0,3.86,"(inf, 3355.0108237359673)",10206.13,7990.38,Two-Sample Welch's t-test,4.637171207262692,7.133542302097323,2.496371094834631,True,True
"53+_F_190,001-300,0000",109,74,35,0.008,2.7,"(0.49170267685145674, 3.2226915210381737)",8.79,6.93,Two-Sample Welch's t-test,0.007,2.5,"(inf, 7862.290205862317)",21121.93,16739.66,Two-Sample Welch's t-test,3.8577439788265497,5.832772797064475,1.9750288182379254,True,True
"39-45_F_88,001-130,0000",108,77,31,0.118,1.58,"(-0.18644428239352784, 1.6286370340807936)",9.02,8.3,Two-Sample Welch's t-test,0.175,0.94,"(inf, 1554.3538920865956)",9656.45,9157.26,Two-Sample Welch's t-test,3.781534097948094,6.336217386947212,2.554683288999118,False,False
"53+_F_1-60,000",108,31,77,0.0,19.27,"(10.694605499799108, 13.225597049529421)",20.44,8.48,Two-Sample Welch's t-test,0.0,23.78,"(inf, 6961.88824048825)",10911.29,4500.0,Two-Sample Welch's t-test,18.060985144644253,6.223694197198648,-11.837290947445606,True,True
"39-45_F_130,000-190,000",104,71,33,0.0,5.68,"(2.2958707109147247, 4.761497134063317)",9.96,6.43,Two-Sample Welch's t-test,0.0,5.79,"(inf, 7601.222153070464)",15400.65,9739.58,Two-Sample Welch's t-test,2.2347822271796596,4.827886721013356,2.5931044938336965,True,True
"39-45_M_1-60,000",98,45,53,0.0,6.68,"(4.251038198377572, 7.921934891969247)",14.86,8.77,Two-Sample Welch's t-test,0.0,6.47,"(inf, 3853.118119002754)",7464.89,4526.83,Two-Sample Welch's t-test,12.023254520334174,8.341260659677708,-3.681993860656467,True,True
